,cluster_nl,date,launch_date
796,BRAND_9259_COUNTRY_6C16,2023-07-01,2022-10-01
797,BRAND_9259_COUNTRY_6C16,2023-08-01,2022-10-01
798,BRAND_9259_COUNTRY_6C16,2023-09-01,2022-10-01
799,BRAND_9259_COUNTRY_6C16,2023-10-01,2022-10-01
800,BRAND_9259_COUNTRY_6C16,2023-11-01,2022-10-01
801,BRAND_9259_COUNTRY_6C16,2023-12-01,2022-10-01
802,BRAND_9259_COUNTRY_88A3,2023-01-01,2022-09-01
803,BRAND_9259_COUNTRY_88A3,2023-02-01,2022-09-01
804,BRAND_9259_COUNTRY_88A3,2023-03-01,2022-09-01
805,BRAND_9259_COUNTRY_88A3,2023-04-01,2022-09-01
806,BRAND_9259_COUNTRY_88A3,2023-05-01,2022-09-01
807,BRAND_9259_COUNTRY_88A3,2023-06-01,2022-09-01
808,BRAND_9259_COUNTRY_88A3,2023-07-01,2022-09-01
809,BRAND_9259_COUNTRY_88A3,2023-08-01,2022-09-01
810,BRAND_9259_COUNTRY_88A3,2023-09-01,2022-09-01
811,BRAND_9259_COUNTRY_88A3,2023-10-01,2022-09-01
812,BRAND_9259_COUNTRY_88A3,2023-11-01,2022-09-01
813,BRAND_9259_COUNTRY_88A3,2023-12-01,2022-09-01
814,BRAND_9259_COUNTRY_89F9,2023-01-01,2022-06-01
815,BRAND_9259_COUNTRY_89F9,2023-02-01,2022-06-01
816,BRAND_9259_COUNTRY_89F9,2023-03-01,2022-06-01
817,BRAND_9259_COUNTRY_89F9,2023-04-01,2022-06-01
818,BRAND_9259_COUNTRY_89F9,2023-05-01,2022-06-01
819,BRAND_9259_COUNTRY_89F9,2023-06-01,2022-06-01
820,BRAND_9259_COUNTRY_89F9,2023-07-01,2022-06-01
821,BRAND_9259_COUNTRY_89F9,2023-08-01,2022-06-01
822,BRAND_9259_COUNTRY_89F9,2023-09-01,2022-06-01
823,BRAND_9259_COUNTRY_89F9,2023-10-01,2022-06-01
824,BRAND_9259_COUNTRY_89F9,2023-11-01,2022-06-01
825,BRAND_9259_COUNTRY_89F9,2023-12-01,2022-06-01
826,BRAND_9259_COUNTRY_907E,2023-01-01,2022-05-01
827,BRAND_9259_COUNTRY_907E,2023-02-01,2022-05-01
828,BRAND_9259_COUNTRY_907E,2023-03-01,2022-05-01
829,BRAND_9259_COUNTRY_907E,2023-04-01,2022-05-01
830,BRAND_9259_COUNTRY_907E,2023-05-01,2022-05-01
831,BRAND_9259_COUNTRY_907E,2023-06-01,2022-05-01
832,BRAND_9259_COUNTRY_907E,2023-07-01,2022-05-01
833,BRAND_9259_COUNTRY_907E,2023-08-01,2022-05-01
834,BRAND_9259_COUNTRY_907E,2023-09-01,2022-05-01
835,BRAND_9259_COUNTRY_907E,2023-10-01,2022-05-01
836,BRAND_9259_COUNTRY_907E,2023-11-01,2022-05-01
837,BRAND_9259_COUNTRY_907E,2023-12-01,2022-05-01
838,BRAND_9259_COUNTRY_9488,2023-11-01,2023-11-01
839,BRAND_9259_COUNTRY_9488,2023-12-01,2023-11-01
840,BRAND_9259_COUNTRY_A67D,2023-01-01,2022-01-01
841,BRAND_9259_COUNTRY_A67D,2023-02-01,2022-01-01
842,BRAND_9259_COUNTRY_A67D,2023-03-01,2022-01-01
843,BRAND_9259_COUNTRY_A67D,2023-04-01,2022-01-01
844,BRAND_9259_COUNTRY_A67D,2023-05-01,2022-01-01
845,BRAND_9259_COUNTRY_A67D,2023-06-01,2022-01-01
846,BRAND_9259_COUNTRY_A67D,2023-07-01,2022-01-01
847,BRAND_9259_COUNTRY_A67D,2023-08-01,2022-01-01
848,BRAND_9259_COUNTRY_A67D,2023-09-01,2022-01-01
849,BRAND_9259_COUNTRY_A67D,2023-10-01,2022-01-01
850,BRAND_9259_COUNTRY_A67D,2023-11-01,2022-01-01
851,BRAND_9259_COUNTRY_A67D,2023-12-01,2022-01-01
852,BRAND_9259_COUNTRY_E319,2023-05-01,2023-05-01
853,BRAND_9259_COUNTRY_E319,2023-06-01,2023-05-01
854,BRAND_9259_COUNTRY_E319,2023-07-01,2023-05-01
855,BRAND_9259_COUNTRY_E319,2023-08-01,2023-05-01
856,BRAND_9259_COUNTRY_E319,2023-09-01,2023-05-01
857,BRAND_9259_COUNTRY_E319,2023-10-01,2023-05-01
858,BRAND_9259_COUNTRY_E319,2023-11-01,2023-05-01
859,BRAND_9259_COUNTRY_E319,2023-12-01,2023-05-01
860,BRAND_9259_COUNTRY_EA71,2023-07-01,2023-07-01
861,BRAND_9259_COUNTRY_EA71,2023-08-01,2023-07-01
862,BRAND_9259_COUNTRY_EA71,2023-09-01,2023-07-01
863,BRAND_9259_COUNTRY_EA71,2023-10-01,2023-07-01
864,BRAND_9259_COUNTRY_EA71,2023-11-01,2023-07-01
865,BRAND_9259_COUNTRY_EA71,2023-12-01,2023-07-01
866,BRAND_9259_COUNTRY_FA79,2023-01-01,2022-12-01
867,BRAND_9259_COUNTRY_FA79,2023-02-01,2022-12-01
868,BRAND_9259_COUNTRY_FA79,2023-03-01,2022-12-01
869,BRAND_9259_COUNTRY_FA79,2023-04-01,2022-12-01
870,BRAND_9259_COUNTRY_FA79,2023-05-01,2022-12-01
871,BRAND_9259_COUNTRY_FA79,2023-06-01,2022-12-01
872,BRAND_9259_COUNTRY_FA79,2023-07-01,2022-12-01
873,BRAND_9259_COUNTRY_FA79,2023-08-01,2022-12-01
874,BRAND_9259_COUNTRY_FA79,2023-09-01,2022-12-01
875,BRAND_9259_COUNTRY_FA79,2023-10-01,2022-12-01
876,BRAND_9259_COUNTRY_FA79,2023-11-01,2022-12-01
877,BRAND_9259_COUNTRY_FA79,2023-12-01,2022-12-01
878,BRAND_9C65_COUNTRY_3536,2023-01-01,2022-01-01
879,BRAND_9C65_COUNTRY_3536,2023-02-01,2022-01-01
880,BRAND_9C65_COUNTRY_3536,2023-03-01,2022-01-01
881,BRAND_9C65_COUNTRY_3536,2023-04-01,2022-01-01
882,BRAND_9C65_COUNTRY_3536,2023-05-01,2022-01-01
883,BRAND_9C65_COUNTRY_3536,2023-06-01,2022-01-01
884,BRAND_9C65_COUNTRY_3536,2023-07-01,2022-01-01
885,BRAND_9C65_COUNTRY_3536,2023-08-01,2022-01-01
886,BRAND_9C65_COUNTRY_3536,2023-09-01,2022-01-01
887,BRAND_9C65_COUNTRY_3536,2023-10-01,2022-01-01
888,BRAND_9C65_COUNTRY_3536,2023-11-01,2022-01-01
889,BRAND_9C65_COUNTRY_3536,2023-12-01,2022-01-01
890,BRAND_9DA9_COUNTRY_3F0E,2023-08-01,2023-08-01
891,BRAND_9DA9_COUNTRY_3F0E,2023-09-01,2023-08-01
892,BRAND_9DA9_COUNTRY_3F0E,2023-10-01,2023-08-01
893,BRAND_9DA9_COUNTRY_3F0E,2023-11-01,2023-08-01
894,BRAND_9DA9_COUNTRY_3F0E,2023-12-01,2023-08-01
895,BRAND_9E22_COUNTRY_5180,2023-01-01,2022-08-01
896,BRAND_9E22_COUNTRY_5180,2023-02-01,2022-08-01
897,BRAND_9E22_COUNTRY_5180,2023-03-01,2022-08-01
898,BRAND_9E22_COUNTRY_5180,2023-04-01,2022-08-01
899,BRAND_9E22_COUNTRY_5180,2023-05-01,2022-08-01
900,BRAND_9E22_COUNTRY_5180,2023-06-01,2022-08-01
901,BRAND_9E22_COUNTRY_5180,2023-07-01,2022-08-01
902,BRAND_9E22_COUNTRY_5180,2023-08-01,2022-08-01
903,BRAND_9E22_COUNTRY_5180,2023-09-01,2022-08-01
904,BRAND_9E22_COUNTRY_5180,2023-10-01,2022-08-01
905,BRAND_9E22_COUNTRY_5180,2023-11-01,2022-08-01
906,BRAND_9E22_COUNTRY_5180,2023-12-01,2022-08-01
907,BRAND_A12A_COUNTRY_C51E,2023-01-01,2022-01-01
908,BRAND_A12A_COUNTRY_C51E,2023-02-01,2022-01-01
909,BRAND_A12A_COUNTRY_C51E,2023-03-01,2022-01-01
910,BRAND_A12A_COUNTRY_C51E,2023-04-01,2022-01-01
911,BRAND_A12A_COUNTRY_C51E,2023-05-01,2022-01-01
912,BRAND_A12A_COUNTRY_C51E,2023-06-01,2022-01-01
913,BRAND_A12A_COUNTRY_C51E,2023-07-01,2022-01-01
914,BRAND_A12A_COUNTRY_C51E,2023-08-01,2022-01-01
915,BRAND_A12A_COUNTRY_C51E,2023-09-01,2022-01-01
916,BRAND_A12A_COUNTRY_C51E,2023-10-01,2022-01-01
917,BRAND_A12A_COUNTRY_C51E,2023-11-01,2022-01-01
918,BRAND_A12A_COUNTRY_C51E,2023-12-01,2022-01-01
919,BRAND_A5D5_COUNTRY_5FEB,2023-01-01,2022-02-01
920,BRAND_A5D5_COUNTRY_5FEB,2023-02-01,2022-02-01
921,BRAND_A5D5_COUNTRY_5FEB,2023-03-01,2022-02-01
922,BRAND_A5D5_COUNTRY_5FEB,2023-04-01,2022-02-01
923,BRAND_A5D5_COUNTRY_5FEB,2023-05-01,2022-02-01
924,BRAND_A5D5_COUNTRY_5FEB,2023-06-01,2022-02-01
925,BRAND_A5D5_COUNTRY_5FEB,2023-07-01,2022-02-01
926,BRAND_A5D5_COUNTRY_5FEB,2023-08-01,2022-02-01
927,BRAND_A5D5_COUNTRY_5FEB,2023-09-01,2022-02-01
928,BRAND_A5D5_COUNTRY_5FEB,2023-10-01,2022-02-01
929,BRAND_A5D5_COUNTRY_5FEB,2023-11-01,2022-02-01
930,BRAND_A5D5_COUNTRY_5FEB,2023-12-01,2022-02-01
931,BRAND_A5D5_COUNTRY_7D31,2023-01-01,2022-05-01
932,BRAND_A5D5_COUNTRY_7D31,2023-02-01,2022-05-01
933,BRAND_A5D5_COUNTRY_7D31,2023-03-01,2022-05-01
934,BRAND_A5D5_COUNTRY_7D31,2023-04-01,2022-05-01
935,BRAND_A5D5_COUNTRY_7D31,2023-05-01,2022-05-01
936,BRAND_A5D5_COUNTRY_7D31,2023-06-01,2022-05-01
937,BRAND_A5D5_COUNTRY_7D31,2023-07-01,2022-05-01
938,BRAND_A5D5_COUNTRY_7D31,2023-08-01,2022-05-01
939,BRAND_A5D5_COUNTRY_7D31,2023-09-01,2022-05-01
940,BRAND_A5D5_COUNTRY_7D31,2023-10-01,2022-05-01
941,BRAND_A5D5_COUNTRY_7D31,2023-11-01,2022-05-01
942,BRAND_A5D5_COUNTRY_7D31,2023-12-01,2022-05-01
943,BRAND_A5D5_COUNTRY_C89B,2023-01-01,2022-06-01
944,BRAND_A5D5_COUNTRY_C89B,2023-02-01,2022-06-01
945,BRAND_A5D5_COUNTRY_C89B,2023-03-01,2022-06-01
946,BRAND_A5D5_COUNTRY_C89B,2023-04-01,2022-06-01
947,BRAND_A5D5_COUNTRY_C89B,2023-05-01,2022-06-01
948,BRAND_A5D5_COUNTRY_C89B,2023-06-01,2022-06-01
949,BRAND_A5D5_COUNTRY_C89B,2023-07-01,2022-06-01
950,BRAND_A5D5_COUNTRY_C89B,2023-08-01,2022-06-01
951,BRAND_A5D5_COUNTRY_C89B,2023-09-01,2022-06-01
952,BRAND_A5D5_COUNTRY_C89B,2023-10-01,2022-06-01
953,BRAND_A5D5_COUNTRY_C89B,2023-11-01,2022-06-01
954,BRAND_A5D5_COUNTRY_C89B,2023-12-01,2022-06-01
955,BRAND_AA1F_COUNTRY_06E4,2023-01-01,2022-11-01
956,BRAND_AA1F_COUNTRY_06E4,2023-02-01,2022-11-01
957,BRAND_AA1F_COUNTRY_06E4,2023-03-01,2022-11-01
958,BRAND_AA1F_COUNTRY_06E4,2023-04-01,2022-11-01
959,BRAND_AA1F_COUNTRY_06E4,2023-05-01,2022-11-01
960,BRAND_AA1F_COUNTRY_06E4,2023-06-01,2022-11-01
961,BRAND_AA1F_COUNTRY_06E4,2023-07-01,2022-11-01
962,BRAND_AA1F_COUNTRY_06E4,2023-08-01,2022-11-01
963,BRAND_AA1F_COUNTRY_06E4,2023-09-01,2022-11-01
964,BRAND_AA1F_COUNTRY_06E4,2023-10-01,2022-11-01
965,BRAND_AA1F_COUNTRY_06E4,2023-11-01,2022-11-01
966,BRAND_AA1F_COUNTRY_06E4,2023-12-01,2022-11-01
967,BRAND_ACB5_COUNTRY_9488,2023-01-01,2022-11-01
968,BRAND_ACB5_COUNTRY_9488,2023-02-01,2022-11-01
969,BRAND_ACB5_COUNTRY_9488,2023-03-01,2022-11-01
970,BRAND_ACB5_COUNTRY_9488,2023-04-01,2022-11-01
971,BRAND_ACB5_COUNTRY_9488,2023-05-01,2022-11-01
972,BRAND_ACB5_COUNTRY_9488,2023-06-01,2022-11-01
973,BRAND_ACB5_COUNTRY_9488,2023-07-01,2022-11-01
974,BRAND_ACB5_COUNTRY_9488,2023-08-01,2022-11-01
975,BRAND_ACB5_COUNTRY_9488,2023-09-01,2022-11-01
976,BRAND_ACB5_COUNTRY_9488,2023-10-01,2022-11-01
977,BRAND_ACB5_COUNTRY_9488,2023-11-01,2022-11-01
978,BRAND_ACB5_COUNTRY_9488,2023-12-01,2022-11-01
979,BRAND_B1E8_COUNTRY_AE54,2023-01-01,2022-11-01
980,BRAND_B1E8_COUNTRY_AE54,2023-02-01,2022-11-01
981,BRAND_B1E8_COUNTRY_AE54,2023-03-01,2022-11-01
982,BRAND_B1E8_COUNTRY_AE54,2023-04-01,2022-11-01
983,BRAND_B1E8_COUNTRY_AE54,2023-05-01,2022-11-01
984,BRAND_B1E8_COUNTRY_AE54,2023-06-01,2022-11-01
985,BRAND_B1E8_COUNTRY_AE54,2023-07-01,2022-11-01
986,BRAND_B1E8_COUNTRY_AE54,2023-08-01,2022-11-01
987,BRAND_B1E8_COUNTRY_AE54,2023-09-01,2022-11-01
988,BRAND_B1E8_COUNTRY_AE54,2023-10-01,2022-11-01
989,BRAND_B1E8_COUNTRY_AE54,2023-11-01,2022-11-01
990,BRAND_B1E8_COUNTRY_AE54,2023-12-01,2022-11-01
991,BRAND_B79F_COUNTRY_B6AE,2023-01-01,2022-07-01
992,BRAND_B79F_COUNTRY_B6AE,2023-02-01,2022-07-01
993,BRAND_B79F_COUNTRY_B6AE,2023-03-01,2022-07-01
994,BRAND_B79F_COUNTRY_B6AE,2023-04-01,2022-07-01
995,BRAND_B79F_COUNTRY_B6AE,2023-05-01,2022-07-01
996,BRAND_B79F_COUNTRY_B6AE,2023-06-01,2022-07-01
997,BRAND_B79F_COUNTRY_B6AE,2023-07-01,2022-07-01
998,BRAND_B79F_COUNTRY_B6AE,2023-08-01,2022-07-01
999,BRAND_B79F_COUNTRY_B6AE,2023-09-01,2022-07-01
1000,BRAND_B79F_COUNTRY_B6AE,2023-10-01,2022-07-01
1001,BRAND_B79F_COUNTRY_B6AE,2023-11-01,2022-07-01
1002,BRAND_B79F_COUNTRY_B6AE,2023-12-01,2022-07-01
1003,BRAND_B8DE_COUNTRY_0309,2023-11-01,2023-11-01
1004,BRAND_B8DE_COUNTRY_0309,2023-12-01,2023-11-01
1005,BRAND_B8DE_COUNTRY_9891,2023-10-01,2023-10-01
1006,BRAND_B8DE_COUNTRY_9891,2023-11-01,2023-10-01
1007,BRAND_B8DE_COUNTRY_9891,2023-12-01,2023-10-01
1008,BRAND_B8DE_COUNTRY_C8F4,2023-12-01,2023-12-01
1009,BRAND_B8DE_COUNTRY_D8B0,2023-10-01,2023-10-01
1010,BRAND_B8DE_COUNTRY_D8B0,2023-11-01,2023-10-01
1011,BRAND_B8DE_COUNTRY_D8B0,2023-12-01,2023-10-01
1012,BRAND_B94B_COUNTRY_5FEB,2023-01-01,2022-05-01
1013,BRAND_B94B_COUNTRY_5FEB,2023-02-01,2022-05-01
1014,BRAND_B94B_COUNTRY_5FEB,2023-03-01,2022-05-01
1015,BRAND_B94B_COUNTRY_5FEB,2023-04-01,2022-05-01
1016,BRAND_B94B_COUNTRY_5FEB,2023-05-01,2022-05-01
1017,BRAND_B94B_COUNTRY_5FEB,2023-06-01,2022-05-01
1018,BRAND_B94B_COUNTRY_5FEB,2023-07-01,2022-05-01
1019,BRAND_B94B_COUNTRY_5FEB,2023-08-01,2022-05-01
1020,BRAND_B94B_COUNTRY_5FEB,2023-09-01,2022-05-01
1021,BRAND_B94B_COUNTRY_5FEB,2023-10-01,2022-05-01
1022,BRAND_B94B_COUNTRY_5FEB,2023-11-01,2022-05-01
1023,BRAND_B94B_COUNTRY_5FEB,2023-12-01,2022-05-01
1024,BRAND_BBE0_COUNTRY_C89B,2023-01-01,2022-11-01
1025,BRAND_BBE0_COUNTRY_C89B,2023-02-01,2022-11-01
1026,BRAND_BBE0_COUNTRY_C89B,2023-03-01,2022-11-01
1027,BRAND_BBE0_COUNTRY_C89B,2023-04-01,2022-11-01
1028,BRAND_BBE0_COUNTRY_C89B,2023-05-01,2022-11-01
1029,BRAND_BBE0_COUNTRY_C89B,2023-06-01,2022-11-01
1030,BRAND_BBE0_COUNTRY_C89B,2023-07-01,2022-11-01
1031,BRAND_BBE0_COUNTRY_C89B,2023-08-01,2022-11-01
1032,BRAND_BBE0_COUNTRY_C89B,2023-09-01,2022-11-01
1033,BRAND_BBE0_COUNTRY_C89B,2023-10-01,2022-11-01
1034,BRAND_BBE0_COUNTRY_C89B,2023-11-01,2022-11-01
1035,BRAND_BBE0_COUNTRY_C89B,2023-12-01,2022-11-01
1036,BRAND_BC1F_COUNTRY_C89B,2023-01-01,2022-07-01
1037,BRAND_BC1F_COUNTRY_C89B,2023-02-01,2022-07-01
1038,BRAND_BC1F_COUNTRY_C89B,2023-03-01,2022-07-01
1039,BRAND_BC1F_COUNTRY_C89B,2023-04-01,2022-07-01
1040,BRAND_BC1F_COUNTRY_C89B,2023-05-01,2022-07-01
1041,BRAND_BC1F_COUNTRY_C89B,2023-06-01,2022-07-01
1042,BRAND_BC1F_COUNTRY_C89B,2023-07-01,2022-07-01
1043,BRAND_BC1F_COUNTRY_C89B,2023-08-01,2022-07-01
1044,BRAND_BC1F_COUNTRY_C89B,2023-09-01,2022-07-01
1045,BRAND_BC1F_COUNTRY_C89B,2023-10-01,2022-07-01
1046,BRAND_BC1F_COUNTRY_C89B,2023-11-01,2022-07-01
1047,BRAND_BC1F_COUNTRY_C89B,2023-12-01,2022-07-01
1048,BRAND_BDB6_COUNTRY_5FEB,2023-01-01,2022-02-01
1049,BRAND_BDB6_COUNTRY_5FEB,2023-02-01,2022-02-01
1050,BRAND_BDB6_COUNTRY_5FEB,2023-03-01,2022-02-01
1051,BRAND_BDB6_COUNTRY_5FEB,2023-04-01,2022-02-01
1052,BRAND_BDB6_COUNTRY_5FEB,2023-05-01,2022-02-01
1053,BRAND_BDB6_COUNTRY_5FEB,2023-06-01,2022-02-01
1054,BRAND_BDB6_COUNTRY_5FEB,2023-07-01,2022-02-01
1055,BRAND_BDB6_COUNTRY_5FEB,2023-08-01,2022-02-01
1056,BRAND_BDB6_COUNTRY_5FEB,2023-09-01,2022-02-01
1057,BRAND_BDB6_COUNTRY_5FEB,2023-10-01,2022-02-01
1058,BRAND_BDB6_COUNTRY_5FEB,2023-11-01,2022-02-01
1059,BRAND_BDB6_COUNTRY_5FEB,2023-12-01,2022-02-01
1060,BRAND_C352_COUNTRY_0C7D,2023-05-01,2023-05-01
1061,BRAND_C352_COUNTRY_0C7D,2023-06-01,2023-05-01
1062,BRAND_C352_COUNTRY_0C7D,2023-07-01,2023-05-01
1063,BRAND_C352_COUNTRY_0C7D,2023-08-01,2023-05-01
1064,BRAND_C352_COUNTRY_0C7D,2023-09-01,2023-05-01
1065,BRAND_C352_COUNTRY_0C7D,2023-10-01,2023-05-01
1066,BRAND_C352_COUNTRY_0C7D,2023-11-01,2023-05-01
1067,BRAND_C352_COUNTRY_0C7D,2023-12-01,2023-05-01
1068,BRAND_C352_COUNTRY_1007,2023-01-01,2022-08-01
1069,BRAND_C352_COUNTRY_1007,2023-02-01,2022-08-01
1070,BRAND_C352_COUNTRY_1007,2023-03-01,2022-08-01
1071,BRAND_C352_COUNTRY_1007,2023-04-01,2022-08-01
1072,BRAND_C352_COUNTRY_1007,2023-05-01,2022-08-01
1073,BRAND_C352_COUNTRY_1007,2023-06-01,2022-08-01
1074,BRAND_C352_COUNTRY_1007,2023-07-01,2022-08-01
1075,BRAND_C352_COUNTRY_1007,2023-08-01,2022-08-01
1076,BRAND_C352_COUNTRY_1007,2023-09-01,2022-08-01
1077,BRAND_C352_COUNTRY_1007,2023-10-01,2022-08-01
1078,BRAND_C352_COUNTRY_1007,2023-11-01,2022-08-01
1079,BRAND_C352_COUNTRY_1007,2023-12-01,2022-08-01
1080,BRAND_C352_COUNTRY_445D,2023-01-01,2022-02-01
1081,BRAND_C352_COUNTRY_445D,2023-02-01,2022-02-01
1082,BRAND_C352_COUNTRY_445D,2023-03-01,2022-02-01
1083,BRAND_C352_COUNTRY_445D,2023-04-01,2022-02-01
1084,BRAND_C352_COUNTRY_445D,2023-05-01,2022-02-01
1085,BRAND_C352_COUNTRY_445D,2023-06-01,2022-02-01
1086,BRAND_C352_COUNTRY_445D,2023-07-01,2022-02-01
1087,BRAND_C352_COUNTRY_445D,2023-08-01,2022-02-01
1088,BRAND_C352_COUNTRY_445D,2023-09-01,2022-02-01
1089,BRAND_C352_COUNTRY_445D,2023-10-01,2022-02-01
1090,BRAND_C352_COUNTRY_445D,2023-11-01,2022-02-01
1091,BRAND_C352_COUNTRY_445D,2023-12-01,2022-02-01
1092,BRAND_C352_COUNTRY_4D48,2023-01-01,2022-03-01
1093,BRAND_C352_COUNTRY_4D48,2023-02-01,2022-03-01
1094,BRAND_C352_COUNTRY_4D48,2023-03-01,2022-03-01
1095,BRAND_C352_COUNTRY_4D48,2023-04-01,2022-03-01
1096,BRAND_C352_COUNTRY_4D48,2023-05-01,2022-03-01
1097,BRAND_C352_COUNTRY_4D48,2023-06-01,2022-03-01
1098,BRAND_C352_COUNTRY_4D48,2023-07-01,2022-03-01
1099,BRAND_C352_COUNTRY_4D48,2023-08-01,2022-03-01
1100,BRAND_C352_COUNTRY_4D48,2023-09-01,2022-03-01
1101,BRAND_C352_COUNTRY_4D48,2023-10-01,2022-03-01
1102,BRAND_C352_COUNTRY_4D48,2023-11-01,2022-03-01
1103,BRAND_C352_COUNTRY_4D48,2023-12-01,2022-03-01
1104,BRAND_C352_COUNTRY_5A54,2023-01-01,2022-08-01
1105,BRAND_C352_COUNTRY_5A54,2023-02-01,2022-08-01
1106,BRAND_C352_COUNTRY_5A54,2023-03-01,2022-08-01
1107,BRAND_C352_COUNTRY_5A54,2023-04-01,2022-08-01
1108,BRAND_C352_COUNTRY_5A54,2023-05-01,2022-08-01
1109,BRAND_C352_COUNTRY_5A54,2023-06-01,2022-08-01
1110,BRAND_C352_COUNTRY_5A54,2023-07-01,2022-08-01
1111,BRAND_C352_COUNTRY_5A54,2023-08-01,2022-08-01
1112,BRAND_C352_COUNTRY_5A54,2023-09-01,2022-08-01
1113,BRAND_C352_COUNTRY_5A54,2023-10-01,2022-08-01
1114,BRAND_C352_COUNTRY_5A54,2023-11-01,2022-08-01
1115,BRAND_C352_COUNTRY_5A54,2023-12-01,2022-08-01
1116,BRAND_C352_COUNTRY_6B71,2023-02-01,2023-02-01
1117,BRAND_C352_COUNTRY_6B71,2023-03-01,2023-02-01
1118,BRAND_C352_COUNTRY_6B71,2023-04-01,2023-02-01
1119,BRAND_C352_COUNTRY_6B71,2023-05-01,2023-02-01
1120,BRAND_C352_COUNTRY_6B71,2023-06-01,2023-02-01
1121,BRAND_C352_COUNTRY_6B71,2023-07-01,2023-02-01
1122,BRAND_C352_COUNTRY_6B71,2023-08-01,2023-02-01
1123,BRAND_C352_COUNTRY_6B71,2023-09-01,2023-02-01
1124,BRAND_C352_COUNTRY_6B71,2023-10-01,2023-02-01
1125,BRAND_C352_COUNTRY_6B71,2023-11-01,2023-02-01
1126,BRAND_C352_COUNTRY_6B71,2023-12-01,2023-02-01
1127,BRAND_C352_COUNTRY_88A3,2023-01-01,2022-07-01
1128,BRAND_C352_COUNTRY_88A3,2023-02-01,2022-07-01
1129,BRAND_C352_COUNTRY_88A3,2023-03-01,2022-07-01
1130,BRAND_C352_COUNTRY_88A3,2023-04-01,2022-07-01
1131,BRAND_C352_COUNTRY_88A3,2023-05-01,2022-07-01
1132,BRAND_C352_COUNTRY_88A3,2023-06-01,2022-07-01
1133,BRAND_C352_COUNTRY_88A3,2023-07-01,2022-07-01
1134,BRAND_C352_COUNTRY_88A3,2023-08-01,2022-07-01
1135,BRAND_C352_COUNTRY_88A3,2023-09-01,2022-07-01
1136,BRAND_C352_COUNTRY_88A3,2023-10-01,2022-07-01
1137,BRAND_C352_COUNTRY_88A3,2023-11-01,2022-07-01
1138,BRAND_C352_COUNTRY_88A3,2023-12-01,2022-07-01
1139,BRAND_C352_COUNTRY_8B47,2023-01-01,2022-03-01
1140,BRAND_C352_COUNTRY_8B47,2023-02-01,2022-03-01
1141,BRAND_C352_COUNTRY_8B47,2023-03-01,2022-03-01
1142,BRAND_C352_COUNTRY_8B47,2023-04-01,2022-03-01
1143,BRAND_C352_COUNTRY_8B47,2023-05-01,2022-03-01
1144,BRAND_C352_COUNTRY_8B47,2023-06-01,2022-03-01
1145,BRAND_C352_COUNTRY_8B47,2023-07-01,2022-03-01
1146,BRAND_C352_COUNTRY_8B47,2023-08-01,2022-03-01
1147,BRAND_C352_COUNTRY_8B47,2023-09-01,2022-03-01
1148,BRAND_C352_COUNTRY_8B47,2023-10-01,2022-03-01
1149,BRAND_C352_COUNTRY_8B47,2023-11-01,2022-03-01
1150,BRAND_C352_COUNTRY_8B47,2023-12-01,2022-03-01
1151,BRAND_C352_COUNTRY_907E,2023-05-01,2023-05-01
1152,BRAND_C352_COUNTRY_907E,2023-06-01,2023-05-01
1153,BRAND_C352_COUNTRY_907E,2023-07-01,2023-05-01
1154,BRAND_C352_COUNTRY_907E,2023-08-01,2023-05-01
1155,BRAND_C352_COUNTRY_907E,2023-09-01,2023-05-01
1156,BRAND_C352_COUNTRY_907E,2023-10-01,2023-05-01
1157,BRAND_C352_COUNTRY_907E,2023-11-01,2023-05-01
1158,BRAND_C352_COUNTRY_907E,2023-12-01,2023-05-01
1159,BRAND_C352_COUNTRY_9488,2023-01-01,2022-10-01
1160,BRAND_C352_COUNTRY_9488,2023-02-01,2022-10-01
1161,BRAND_C352_COUNTRY_9488,2023-03-01,2022-10-01
1162,BRAND_C352_COUNTRY_9488,2023-04-01,2022-10-01
1163,BRAND_C352_COUNTRY_9488,2023-05-01,2022-10-01
1164,BRAND_C352_COUNTRY_9488,2023-06-01,2022-10-01
1165,BRAND_C352_COUNTRY_9488,2023-07-01,2022-10-01
1166,BRAND_C352_COUNTRY_9488,2023-08-01,2022-10-01
1167,BRAND_C352_COUNTRY_9488,2023-09-01,2022-10-01
1168,BRAND_C352_COUNTRY_9488,2023-10-01,2022-10-01
1169,BRAND_C352_COUNTRY_9488,2023-11-01,2022-10-01
1170,BRAND_C352_COUNTRY_9488,2023-12-01,2022-10-01
1171,BRAND_C352_COUNTRY_C8F4,2023-01-01,2022-03-01
1172,BRAND_C352_COUNTRY_C8F4,2023-02-01,2022-03-01
1173,BRAND_C352_COUNTRY_C8F4,2023-03-01,2022-03-01
1174,BRAND_C352_COUNTRY_C8F4,2023-04-01,2022-03-01
1175,BRAND_C352_COUNTRY_C8F4,2023-05-01,2022-03-01
1176,BRAND_C352_COUNTRY_C8F4,2023-06-01,2022-03-01
1177,BRAND_C352_COUNTRY_C8F4,2023-07-01,2022-03-01
1178,BRAND_C352_COUNTRY_C8F4,2023-08-01,2022-03-01
1179,BRAND_C352_COUNTRY_C8F4,2023-09-01,2022-03-01
1180,BRAND_C352_COUNTRY_C8F4,2023-10-01,2022-03-01
1181,BRAND_C352_COUNTRY_C8F4,2023-11-01,2022-03-01
